id,description,size,price,product_code,typeid,qty_break,qty_discount,qty_instock,qty_ordered,special,clearance,can_backorder,status,cost,last_costed_date,display_order,barcode,color_name,color_background_color,color_background_image,shipping_weight,shipping_volume,shipping_container,notify_when_instock,source,new_product,core_product
3784,aaa,68x45xH25cm,4136,DB122-sml,602,0,0,52,0,0,0,n,active,1489,18/02/2013,15,932222901329,Blue/Grey,FFFFFF,,0,0,,y,F,0,0
3787,aaa,95x75xH34cm,7136,DB122-xlg,602,0,0,54,0,0,0,n,active,2988,18/02/2013,12,932222901332,Blue/Grey,FFFFFF,,0,0,,y,F,0,0
3803,aaa,Large 65x104cm,2551,DB123-lge,616,0,0,0,0,0,0,n,active,1276,1/10/2012,30,932222901426,,FFFFFF,,0,0,,y,F,0,0
3802,aaa,Medium 56x92cm,1997,DB123-med,616,0,0,0,0,0,0,n,active,999,1/10/2012,40,932222901425,,FFFFFF,,0,0,,y,F,0,0
3805,aaa,Set of 4 pieces,8268,DB123-set,616,2,15,0,0,0,0,n,active,4865,1/10/2012,10,NA88,,FFFFFF,,0,0,,y,B,0,0
3801,aaa,Small 48x72cm,1412,DB123-sml,616,0,0,0,0,0,0,n,active,706,1/10/2012,50,932222901424,,FFFFFF,,0,0,,y,F,0,0
3870,aaa,75x55xH28cm,5136,DB124-med,628,1,30,0,0,0,1,n,active,1898,17/01/2013,190,932222901445,Coffee/Brown,FFFFFF,,0,0,,,F,0,0
3869,aaa,68x45xH25cm,4136,DB124-sml,628,1,30,0,0,0,1,n,active,1489,17/01/2013,200,932222901444,Coffee/Brown,FFFFFF,,0,0,,,F,0,0
3876,aaa,85x66xH31cm,6136,DB125-lge,628,0,0,42,0,0,0,n,active,2282,17/01/2013,80,932222901450,Black/Grey,FFFFFF,,0,0,,,F,0,0
3875,aaa,75x55xH28cm,5136,DB125-med,628,0,0,43,0,0,0,n,active,1898,17/01/2013,90,932222901449, Black/Grey,FFFFFF,,0,0,,,F,0,0
3878,aaa,Set 4 Pieces,18250,DB125-set,628,0,0,0,0,0,0,n,active,8655,17/01/2013,60,,Black/Grey,FFFFFF,,0,0,,,B,0,0
3874,aaa,68x45xH25cm,4136,DB125-sml,628,0,0,43,0,0,0,n,active,1489,17/01/2013,100,932222901448,Black/Grey,FFFFFF,,0,0,,,F,0,0
3877,aaa,95x75xH34cm,7136,DB125-xlg,628,0,0,42,0,0,0,n,active,2987,17/01/2013,70,932222901451,Black/Grey,FFFFFF,,0,0,,,F,0,0
3821,aaa,Large 90x90xH15cm,3995,DB127-lge,622,0,0,0,0,0,0,n,active,1776,26/10/2012,30,,,FFFFFF,,0,0,,,B,0,0
3819,aaa,Medium 60x60xH10cm,2495,DB127-med,622,0,0,0,0,0,0,n,active,1123,26/10/2012,50,,,FFFFFF,,0,0,,,B,0,0
3820,aaa,Regular 70x70xH13cm,3495,DB127-reg,622,0,0,0,0,0,0,n,active,1264,23/10/2012,40,,,FFFFFF,,0,0,,,B,0,0
3814,aaa,Large 90x110cm,6875,DB128-lge,543,0,0,0,0,0,0,n,active,2750,29/10/2012,3,932222901475,Brown Mink/Brown Backed,FFFFFF,,0,0,,,B,0,0
3813,aaa,Medium 75x88cm,3995,DB128-med,543,0,0,0,0,0,0,n,active,1574,29/10/2012,4,932222901474,Brown Mink/Brown Backed,FFFFFF,,0,0,,,B,0,0
3815,aaa,Extra Large 100x125cm,7472,DB128-xlg,543,0,0,0,0,0,0,n,active,2989,29/10/2012,2,93222201476,Brown Mink/Brown Backed,FFFFFF,,0,0,,,B,0,0
3914,aaa,84x69x24cm,3894,DB130-lge,641,0,0,43,0,0,0,n,active,1643,1/05/2013,80,,,FFFFFF,,0,0,,,F,1,0
3913,aaa,76x60x22cm,4394,DB130-med,641,0,0,43,0,0,0,n,active,1854,1/05/2013,90,,,FFFFFF,,0,0,,,F,1,0
3915,aaa,set of three,13550,DB130-set,641,0,0,0,0,0,0,n,active,5711,1/05/2013,70,,,FFFFFF,,0,0,,,B,1,0
3912,aaa,64x50x20cm,5247,DB130-sml,641,0,0,43,0,0,0,n,active,2214,1/05/2013,100,,,FFFFFF,,0,0,,,F,1,0
3919,aaa,76x116cm,1995,DB131-jum,642,0,0,85,0,0,0,n,active,1528,2/05/2013,70,93222201545,,FFFFFF,,0,0,,y,F,1,0
3918,aaa,70x105cm,1875,DB131-lge,642,0,0,84,0,0,0,n,active,1365,2/05/2013,80,932222901544,,FFFFFF,,0,0,,y,F,1,0
3917,aaa,60x90cm,1765,DB131-med,642,0,0,86,0,0,0,n,active,943,2/05/2013,90,932222901543,,FFFFFF,,0,0,,y,F,1,0
3916,aaa,50x75cm,1545,DB131-sml,642,0,0,85,0,0,0,n,active,774,2/05/2013,100,932222901542,,FFFFFF,,0,0,,y,F,1,0
2416,aaa,Jumbo W79xL112cm (Sling Size),4819,DBSJUM,186,0,0,1,0,0,0,y,active,3290,27/02/2012,80,932222900268,,FFFFFF,,0,0,,,B,0,0
1817,aaa,Large W70xL101cm (Sling Size),4329,DBSLGE,186,0,0,6,0,0,0,y,active,3000,27/02/2012,90,932222900267,,FFFFFF,,0,0,,,B,0,0
1821,aaa,Jumbo W79xL112cm,2075,DBSRSJUM,310,0,0,45,0,0,0,y,active,1140,18/02/2010,60,932222900273,Black,0,,0,0,,,F,0,0
1822,aaa,Large W70x101cm,1911,DBSRSLGE,310,0,0,44,0,0,0,y,active,1050,18/02/2010,70,932222900272,Black,0,,0,0,,,F,0,0
1823,aaa,Medium W55xL94cm,1511,DBSRSMED,310,0,0,23,0,0,0,y,active,830,18/02/2010,80,932222900271,Black,0,,0,0,,,F,0,0
1824,aaa,Mini W65xL70cm,1347,DBSRSMIN,310,0,0,20,0,0,0,y,active,740,18/02/2010,100,932222900270,Black,0,,0,0,,,F,0,0
1825,aaa,Small W70xL70cm,1629,DBSRSSML,310,0,0,25,0,0,0,y,active,895,18/02/2010,90,932222900269,Black,0,,0,0,,,F,0,0
1818,aaa,Small W70xL70cm (Sling Size),3859,DBSSML,186,0,0,5,0,0,0,y,active,2485,14/12/2011,100,932222900266,,FFFFFF,,0,0,,,B,0,0
1790,aaa,,8313,DC018,37,0,0,40,0,0,0,n,active,4750,8/10/2012,100,932222900101,,FFFFFF,,0,0,,y,F,0,0
1595,aaa,,4095,DC019,37,0,0,0,0,0,0,n,active,2950,22/02/2010,60,932222900378,,FFFFFF,,0,0,,,F,0,0
1719,aaa,,2500,DC021,37,0,0,7,0,0,0,n,active,1650,22/02/2010,40,932222900442,,FFFFFF,,0,0,,,F,0,0
2061,aaa,,1890,DC022,37,0,0,7,0,0,0,n,active,800,22/02/2010,50,932222900394,,FFFFFF,,0,0,,,F,0,0
2071,aaa,,3245,DC038,161,0,0,8,0,0,0,n,active,2163,22/02/2010,100,932222900380,,FFFFFF,,0,0,,,F,0,0
2075,aaa,,3224,DC044,37,0,0,4,0,0,0,n,active,2480,4/08/2010,70,932222900390,,FFFFFF,,0,0,,,F,0,0
2426,aaa,15cm x 50pcs,4300,DC055,309,0,0,65,0,0,0,y,active,1272,7/01/2012,20,932222900377,,FFFFFF,,0,0,,,F,0,0
2434,aaa,127mm x 25pcs,1835,DC063,599,0,0,5,0,0,0,n,active,1230,7/01/2013,85,932222900415,,FFFFFF,,0,0,,,F,0,0
2435,aaa,190mm x 25pcs,2680,DC064,599,0,0,8,0,0,0,n,active,1750,7/01/2013,75,932222900421,,FFFFFF,,0,0,,,F,0,0
2768,aaa,225gm,373,DC073,375,12,10,604,0,0,0,n,active,151,16/07/2012,30,932222900740,,FFFFFF,,0,0,,,B,0,0
2771,aaa,225gsm,373,DC076,376,12,10,495,0,0,0,n,active,151,16/07/2012,30,932222900743,,FFFFFF,,0,0,,,B,0,0
2812,aaa,,4950,DC079,161,0,0,8,0,0,0,n,active,2425,30/08/2012,0,932222900761,,FFFFFF,,0,0,,,F,0,0
2877,aaa,225gsm,373,DC081,394,12,10,527,0,0,0,n,active,151,16/07/2012,30,932222900776,,FFFFFF,,0,0,,,B,0,0
3024,aaa,,16150,DC094,37,0,0,0,0,0,0,n,active,9500,8/10/2012,90,932222900870,,FFFFFF,,0,0,,,F,0,0
3094,aaa,,6800,DC096,161,0,0,2,0,0,0,y,active,3400,16/04/2013,98,932222900918,,FFFFFF,,0,0,,,B,0,0
3240,aaa,,65550,DC108,37,0,0,0,0,0,0,n,active,47500,8/10/2012,80,NA89,,FFFFFF,,0,0,,,B,0,0
3368,aaa,50pcs/tub,5600,DC109,514,3,10,11,0,0,0,n,active,3000,19/05/2012,0,932222900151,,FFFFFF,,0,0,,,B,0,0
3541,aaa,15cm x 60pcs per tub,5395,DC113,309,0,0,1,0,0,0,y,active,1683,7/01/2012,10,932222901075,,FFFFFF,,0,0,,,F,0,0
3545,aaa,"7.5-8\"" 20pcs",2401,DC114,550,3,10,11,0,0,0,n,active,1315,9/03/2012,100,932222901167,,FFFFFF,,0.95,0,,,B,0,0
3546,aaa,"7.5-8\"" 20pcs",2401,DC115,550,3,10,27,0,0,0,n,active,1315,9/03/2012,75,932222901168,,FFFFFF,,0.95,0,,,B,0,0
3547,aaa,"7.5-8\"" 20pcs",2401,DC116,550,3,10,11,0,0,0,n,active,1315,9/03/2012,50,932222901165,,FFFFFF,,0.95,0,,,B,0,0
3548,aaa,"7.5-8\"" 20pcs",2401,DC117,550,3,10,0,0,0,0,n,active,1315,9/03/2012,25,932222901166,,FFFFFF,,0.95,0,,,B,0,0
3659,aaa,"3\"" x 25pcs",942,DC200,596,5,10,37,0,0,0,n,active,529,21/02/2013,100,932222901045,,FFFFFF,,0,0,,y,F,0,0
3658,aaa,"4\"" x 25pcs",1313,DC201,596,5,10,25,0,0,0,n,active,662,21/02/2013,90,932222901044,,FFFFFF,,0,0,,,F,0,0
3657,aaa,"6.5\"" x 20pcs",1874,DC202,596,5,10,14,0,0,0,n,active,1152,21/02/2013,80,932222901043,,FFFFFF,,0,0,,,F,0,0
3656,aaa,"8\"" x 10pcs",1759,DC203,596,5,10,70,0,0,0,n,active,963,21/02/2013,70,932222901042,,FFFFFF,,0,0,,,F,0,0
3655,aaa,"10\"" x 10pcs",2347,DC204,596,5,10,47,0,0,0,n,active,1412,21/02/2013,60,932222901041,,FFFFFF,,0,0,,,F,0,0
3654,aaa,"12\"" x 10pcs",3830,DC205,596,5,10,35,0,0,0,n,active,2314,21/02/2013,50,932222901040,,FFFFFF,,0,0,,y,F,0,0
3665,aaa,"2.5-3\"" x 25pcs",729,DC210,599,5,10,60,0,0,0,n,active,296,21/02/2013,100,932222901051,,FFFFFF,,0,0,,,F,0,0
3664,aaa,"4-4.5\"" x 25pcs",1386,DC211,599,5,10,25,0,0,0,n,active,711,21/02/2013,90,932222901050,,FFFFFF,,0,0,,,F,0,0
3663,aaa,"6-6.5\"" x 20pcs",2110,DC212,599,5,10,44,0,0,0,n,active,1035,21/02/2013,80,932222901049,,FFFFFF,,0,0,,,F,0,0
3662,aaa,"8.5-9\"" x 10pcs",1653,DC213,599,5,10,18,0,0,0,n,active,797,21/02/2013,70,932222901048,,FFFFFF,,0,0,,,F,0,0
3661,aaa,"10-10.8\"" x 10pcs",2610,DC214,599,5,10,37,0,0,0,n,active,1320,21/02/2013,60,932222901047,,FFFFFF,,0,0,,,F,0,0
3660,aaa,"11-12\"" x 10pcs",2883,DC215,599,5,10,58,0,0,0,n,active,1364,21/02/2013,50,932222901046,,FFFFFF,,0,0,,,F,0,0
