id	description	size	price	product_code	typeid	qty_break	qty_discount	qty_instock	qty_ordered	special	clearance	can_backorder	status	cost	last_costed_date	display_order	barcode	color_name	color_background_color	color_background_image	shipping_weight	shipping_volume	shipping_container	notify_when_instock	source	new_product	core_product
3491	Fur Blanket	Medium 75x110cm 	3250	DB066-med	542	0	0	0	0	0	0	n	active	1378	27/05/2011	80	932222900095	Chinchilla/Grey Backed	FFFFFF		0	0		y	B	0	0
3494	Sherpa Blanket	Large 110x140cm	4334	DB067-lge	529	0	0	3	0	0	0	y	active	1781	27/05/2011	88	932222900170	Brown/Brown Backed	FFFFFF		0	0			B	0	0
3493	Sherpa Blanket	Medium 75x110cm	2000	DB067-med	529	0	0	0	0	0	0	y	active	923	27/05/2011	90	932222900169	Brown/Brown Backed	FFFFFF		0	0			B	0	0
3500	Faux Fur Cushion	Large 90x110cm	6875	DB070-lge	543	0	0	0	0	0	0	n	active	2750	27/05/2011	25	932222900182	Black Mink/Black Backed	FFFFFF		0	0			B	0	0
3499	Faux Fur Cushion	Medium 75x88cm	3935	DB070-med	543	0	0	0	0	0	0	n	active	1574	27/05/2011	30	932222900181	Black Mink/Black Backed	FFFFFF		0	0			B	0	0
3501	Faux Fur Cushion	Extra Large 100x125cm	7472	DB070-xlg	543	0	0	0	0	0	0	n	active	2989	27/05/2011	20	932222900183	Black Mink/Black Backed	FFFFFF		0	0			B	0	0
3503	Faux Fur Cushion	Large 90x110cm	6875	DB071-lge	543	0	0	0	0	0	0	n	active	2750	27/05/2011	10	932222900098	Chinchilla/Beige Backed	FFFFFF		0	0		y	B	0	0
3504	Faux Fur Cushion	Medium 75x88cm	3935	DB071-med	543	0	0	0	0	0	0	n	active	1574	27/05/2011	15	932222900097	Chinchilla/Beige Backed	FFFFFF		0	0		y	B	0	0
3502	Faux Fur Cushion	Extra Large 100x125cm	7472	DB071-xlg	543	0	0	0	0	0	0	n	active	2989	27/05/2011	5	932222900099	Chinchilla/Beige Backed	FFFFFF		0	0		y	B	0	0
3527	Fur Basket	Large 87xH23cm	10550	DB072-lge	527	0	0	3	0	0	0	y	active	5530	14/06/2011	80	932222900222	Black Mink	FFFFFF		0	0		y	B	0	0
3526	Fur Basket	Medium 72xH20cm	7708	DB072-med	527	0	0	1	0	0	0	y	active	3854	14/06/2011	90	932222900221	Black Mink	FFFFFF		0	0		y	B	0	0
3525	Fur Basket	Small 57xH18cm	5790	DB072-sml	527	0	0	2	0	0	0	y	active	2889	14/06/2011	100	932222900220	Black Mink	FFFFFF		0	0		y	B	0	0
3530	Fur Basket	Large 87xH23cm	10550	DB073-lge	527	0	0	2	0	0	0	n	active	5530	14/06/2011	50	932222900243	Chinchilla	FFFFFF		0	0		y	B	0	0
3529	Fur Basket	Medium 72xH20cm	7708	DB073-med	527	0	0	0	0	0	0	n	active	3854	14/06/2011	60	932222900242	Chinchilla	FFFFFF		0	0		y	B	0	0
3528	Fur Basket	Small 57xH18cm	5790	DB073-sml	527	0	0	3	0	0	0	n	active	2889	14/06/2011	70	932222900241	Chinchilla	FFFFFF		0	0		y	B	0	0
3586	Corner Suede Trimmed Igloo	47x47xH51cm	2695	DB080	561	2	10	0	0	0	0	n	active	1035	20/09/2011	0	932222901010		FFFFFF		0	0		y	F	0	0
3587	Faux Fur Trimmed Igloo	42x45xH43cm	2695	DB081	562	2	10	57	0	0	0	n	active	1047	20/09/2011	20	932222901011		FFFFFF		0	0		y	F	0	0
3577	Hessian Sling	Mini 55x72cm	266	DB083	474	0	0	0	0	0	0	y	active	140	7/11/2012	100	932222901131		FFFFFF		0	0			B	0	0
3578	Hessian Sling	Small 70x72cm	339	DB084	474	0	0	0	0	0	0	y	active	150	18/03/2013	90	932222901132		FFFFFF		0	0			B	0	0
3549	Sherpa/Denim Gusset Cushion	Medium 60x60xH10cm	2495	DB085	552	0	0	0	0	0	0	n	active	1030	18/08/2011	20	932222901028	As Pictured	FFFFFF		0	0			B	0	0
3749	Sherpa/Denim Gusset Cushion Cover Only	Medium 60x60xH10cm	1779	DB085C	592	0	0	0	0	0	0	n	active	830	0000-00-00	15	NA81		FFFFFF		0	0			B	0	0
3647	Donut Basket Corduroy	Large 70cm	1000	DB107-lge	593	0	0	9	0	0	1	n	active	961	10/01/2012	60	932222901124	Dark Blue	38		0	0			F	0	0
3645	Donut Basket Corduroy	Small 45cm	600	DB107-sml	593	0	0	1	0	0	1	n	active	561	10/01/2012	80	932222901122	Dark Blue	38		0	0			F	0	0
3651	Donut Basket Corduroy	Large 70cm	1000	DB108-lge	593	0	0	3	0	0	1	n	active	961	10/01/2012	20	932222901127	Dark Green	3333		0	0			F	0	0
3649	Donut Basket Corduroy	Small 45cm	600	DB108-sml	593	0	0	1	0	0	1	n	active	561	10/01/2012	40	932222901125	Dark Green	3333		0	0			F	0	0
3618	Orange Gusset with White Polka Dot	Medium 60x60xH10cm	2495	DB109	584	0	0	0	0	0	0	n	active	1123	26/10/2012	15	932222901134	As Pictured	FFFFFF		0	0			B	0	0
3635	Orange with White Dot Gusset Cushion Cover Only	Medium 60x60xH10cm	1779	DB109C	592	0	0	0	0	0	0	n	active	923	0000-00-00	45	NA57		FFFFFF		0	0			B	0	0
