K9SMED-pnk,13.50
K9SMED-pur,13.50
K9SMED-red,13.50
LC104,0.32
LC106-pnk,0.00
LC111-blu,1.33
LC111-red,1.33
LC111-yel,1.33
LC120,0.00
LC150,0.00
LC151,0.00
LC152,0.00
LC160,1.53
LC163,1.53
LC166,1.53
LC500-gld,2.50
LC500-pur,2.50
LC500-svr,2.50
LC502-blk,2.95
LC502-dkb,2.95
LC502-pur,2.95
LC502-red,2.95
LC504-blk,3.60
LC504-dkb,3.60
LC504-pur,3.60
LC504-red,3.60
LC508-blk,5.10
LC508-dkb,5.10
LC508-pur,5.10
LC508-red,5.10
LC510-blk,4.50
LC510-dkb,4.50
LC510-pur,4.50
LC510-red,4.50
LC512-blk,4.50
LC512-dkb,4.50
LC512-pur,4.50
LC512-red,4.50
LC514-blk,5.80
LC514-dkb,5.80
LC514-pur,5.80
LC514-red,5.80
LC532,2.50
LC534,2.82
LC536,3.09
LC538,3.75
LC540-blk,1.10
LC540-red,1.10
LC540-tan,1.10
LC542-blk,1.60
LC542-red,1.60
LC542-tan,1.60
LC544-blk,2.20
LC544-red,2.20
LC544-tan,2.20
LC546-blk,3.40
LC546-red,3.40
LC546-tan,3.40
LC547,8.00
LC551,0.00
LC571-blk,7.00
LC571-brn,7.00
LC620-blk,0.95
LC620-blu,0.95
LC620-pur,0.95
LC620-red,0.95
LC624-blk,1.10
LC624-blu,1.10
LC624-pur,1.10
LC624-red,1.10
LC627-blk,2.20
LC627-pnk,2.20
LC627-red,2.20
LC630-blk,2.40
LC630-dkb,2.40
LC630-ltb,2.40
LC630-pur,2.40
LC630-red,2.40
LC631-blk,2.80
LC631-pnk,2.80
LC631-red,2.80
LC632-blk,2.60
LC632-dkb,2.60
LC632-ltb,2.60
LC632-pur,2.60
LC632-red,2.60
LC634-blk,1.70
LC634-dkb,1.70
LC634-ltb,1.70
LC634-pur,1.70
LC634-red,1.70
LC636-blk,2.25
LC636-dkb,2.25
LC636-ltb,2.25
LC636-pur,2.25
LC636-red,2.25
LC661,1.35
LC663-blk,1.60
LC663-dkb,1.60
LC663-ltb,1.60
LC663-pur,1.60
LC663-red,1.60
LC664-blk,1.75
LC664-dkb,1.75
LC664-ltb,1.75
LC664-pur,1.75
LC664-red,1.75
LC667-blk,1.95
LC667-dkb,1.95
LC667-ltb,1.95
LC667-pur,1.95
LC667-red,1.95
LC668-blk,2.20
LC668-dkb,2.20
LC668-ltb,2.20
LC668-pur,2.20
LC668-red,2.20
LC672-blk,2.10
LC672-dkb,2.10
LC672-ltb,2.10
LC672-pur,2.10
LC672-red,2.10
LC674-blk,1.90
LC674-dkb,1.90
LC674-ltb,1.90
LC674-pur,1.90
LC674-red,1.90
LC675-blk,3.20
LC675-dkb,3.20
LC675-ltb,3.20
LC675-pur,3.20
LC675-red,3.20
LC676-blk,2.15
LC676-dkb,2.15
LC676-ltb,2.15
LC676-pur,2.15
LC676-red,2.15
LC677-blk,2.40
LC677-dkb,2.40
LC677-ltb,2.40
LC677-pur,2.40
LC677-red,2.40
LC678-blk,2.75
LC678-dkb,2.75
LC678-ltb,2.75
LC678-pur,2.75
LC678-red,2.75
LC679-blk,3.50
LC679-dkb,3.50
LC679-ltb,3.50
LC679-pur,3.50
LC679-red,3.50
LC690-blk,3.95
LC690-dkb,3.95
LC690-ltb,3.95
LC690-pur,3.95
LC690-red,3.95
LC691-blk,3.75
LC691-dkb,3.75
LC691-ltb,3.75
LC691-pur,3.75
LC691-red,3.75
LC694-blk,2.95
LC694-blu,2.95
LC694-pur,2.95
LC694-red,2.95
LC697-blk,2.25
LC697-blu,2.25
LC697-pur,2.25
LC697-red,2.25
LC699-blk,2.65
LC699-blu,2.65
LC699-pur,2.65
LC699-red,2.65
LC700-blk,2.85
LC700-blu,2.85
LC700-pur,2.85
LC700-red,2.85
LC704-blk,2.45
LC704-blu,2.45
LC704-pur,2.45
LC704-red,2.45
LC752-blk,3.10
LC752-dkb,3.10
LC752-pur,3.10
LC752-red,3.10
LC754-blk,1.00
LC754-blu,1.00
LC754-jde,1.00
LC754-pnk,1.00
LC754-pur,1.00
LC754-red,1.00
LC754-sky,1.00
LC755-blk,1.00
LC755-blu,1.00
LC755-jde,1.00
LC755-pnk,1.00
LC755-pur,1.00
LC755-red,1.00
LC756-grn,1.10
LC756-pnk,1.10
LC762-blk,2.05
LC762-dkb,2.05
LC762-ltb,2.05
LC762-pur,2.05
LC762-red,2.05
LC764-blk,2.05
LC764-dkb,2.05
LC764-ltb,2.05
LC764-pur,2.05
LC764-red,2.05
LC765,0.15
LC766-blu,0.32
LC766-pur,0.00
LC766-red,0.00
LC766-yel,0.72
LC767,0.00
LC792-blk,6.75
LC792-dkb,6.75
LC792-pur,6.75
LC792-red,6.75
LC794-blk,7.25
LC794-dkb,7.25
LC794-pur,7.25
LC794-red,7.25
LC796-blk,7.65
LC796-dkb,7.65
LC796-pur,7.65
LC796-red,7.65
LC798-blk,7.95
LC798-dkb,7.95
LC798-pur,7.95
LC798-red,7.95
LC820-grn,1.13
LC820-org,1.13
LC821-grn,0.87
LC821-org,0.87
LC871-gld,0.00
LC871-grn,0.00
LC873-gld,0.00
LC873-grn,0.00
LC881-grn,3.00
LC881-red,3.00
LC888-blk,3.00
LC888-pnk,3.00
LC888-red,3.00
LC890-blk,4.00
LC890-blu,4.00
LC890-pur,4.00
LC890-red,4.00
LC892-blk,4.00
LC892-blu,4.00
LC892-pur,4.00
LC892-red,4.00
LC893-grn,0.00
LC893-pur,0.00
LC895-blk,3.50
LC895-pnk,3.50
LC895-red,3.50
LC897-blk,3.00
LC897-pnk,3.00
LC897-red,3.00
LC901-blk,2.50
LC901-blu,2.50
LC901-org,2.50
LC901-pnk,2.50
LC901-pur,2.50
LC901-red,2.50
LC903-blu,2.00
LC903-grn,2.00
LC903-org,2.00
LC903-pur,2.00
LC903-red,2.00
LC903-yel,2.00
LC905-blk,2.00
LC905-blu,2.00
LC905-org,2.00
LC905-pnk,2.00
LC905-pur,2.00
LC905-red,2.00
LC907-blk,0.00
LC907-blu,2.00
LC907-org,2.00
LC907-pnk,2.00
LC907-red,2.00
LC909-blk,0.00
LC909-blu,2.00
LC909-org,0.00
LC909-pnk,2.00
LC909-red,2.00
LC924,0.00
LC958,0.29
LC959,0.33
LC960,0.37
LC961,0.47
LC962,0.52
LC963,0.59
LC965,0.65
LC966,0.72
LC967,2.19
LC968,2.35
LC969,2.43
LC970-grn,0.00
LC970-pur,0.00
LC970-red,0.00
LC970-yel,0.00
LC971-grn,0.00
LC971-pur,0.00
LC971-red,0.00
LC971-yel,0.00
LC972-grn,0.00
LC972-pur,0.00
LC972-red,0.00
LC972-yel,0.00
LC973-grn,0.00
LC973-pur,0.00
LC973-red,0.00
LC973-yel,0.00
LC980,0.00
LC981,0.00
LC982,0.00
LC990-blk,5.67
LC990-blu,5.67
LC990-grn,5.67
LC990-pnk,5.67
LC990-red,5.67
LC991-blk,0.00
MATCDLGE-blu,10.53
MATCDLGE-brn,10.53
MATCDLGE-grn,10.53
MATCDMED-blu,9.11
MATCDMED-brn,9.11
MATCDMED-grn,9.11
MATCDSML-blu,6.53
MATCDSML-brn,6.53
MATCDSML-grn,6.53
MATDDLGE-cbl,0.00
MATDDLGE-cbu,6.00
MATDDLGE-cre,0.00
MATDDLGE-ctl,0.00
MATDDMED-cbl,0.00
MATDDMED-cbu,0.00
MATDDMED-cre,0.00
MATDDMED-ctl,0.00
MATDDSML-cbl,0.00
MATDDSML-cbu,0.00
MATDDSML-ccf,0.00
MATDDSML-cre,0.00
MATDDSML-ctl,0.00
MATDDSML-dkb,0.00
MATDDSML-nat,0.00
MATSDLGE-xxx,0.00
MATSDMED-xxx,4.50
MATSDSML-xxx,5.25
MATSFC01xxx,4.00
MATSFC02xxx,0.00
MATSFJUM-cbl,9.33
MATSFJUM-dbl,9.33
MATSFLGE-cbl,6.97
MATSFLGE-dbl,6.97
MATSFMIN-cbl,5.16
MATSFMIN-dbl,5.16
MATWDLGE-dkb,12.00
MATWDLGE-nat,12.00
MATWDMED-dkb,10.50
MATWDMED-nat,10.50
MATWDSML-dkb,6.75
MATWDSML-nat,6.75
MUZ01,0.00
MUZ02,0.00
MUZ03,0.00
MUZ04,0.00
PDL01,10.00
PDL15,2.46
PPDLGE-bei,15.37
PPDLGE-blk,15.37
PPDMED-bei,11.85
PPDMED-blk,11.85
PPDSML-bei,9.18
PPDSML-blk,9.18
PPDXLG-bei,17.71
PPDXLG-blk,17.71
PPDXXL-bei,20.35
PPDXXL-blk,20.35
PPTOPUP,2.52
PR01,0.00
RNDDLGE-fle,22.29
RNDDLGE-fpa,22.29
RNDDMED-fle,15.70
RNDDMED-fpa,15.70
RNDDSML-fle,12.73
RNDDSML-fpa,12.73
RNDDXLG-fle,25.49
RNDDXLG-fpa,25.49
RNDSGNT-pbl,27.42
RNDSGNT-ppu,27.42
RNDSLGE-pbl,16.54
RNDSLGE-ppu,16.54
RNDSMED-pbl,14.20
RNDSMED-ppu,14.20
RNDSSML-pbl,10.73
RNDSSML-ppu,10.73
RNDSXLG-pbl,21.84
RNDSXLG-ppu,21.84
XM030,0.00
XM031,0.00
XM032,0.00
XM033,0.00
XMHZ020,1.47
XMHZ021,1.13
XMHZ022,0.55
XMHZ023,0.55
XMHZ024,0.55
XMHZ025,0.81
XMHZ027,1.55
XMHZ028,1.55
XMHZ029,0.89
