Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Supplier	Supplier Item Number	Tax Code When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax Code When Sold	Sell Price Inclusive	Sales Tax Calc. Method	# Items/Sell Unit	Inactive Item 
IGLSLGE-pbl	Standard igloo lge p/blue	B	S	I	13000	41230	51230												GST	ea	1	0	0	$25.30	ea	GST		0	1	N
IGLSLGE-ppu	Standard igloo lge p/purple	B	S	I	13000	41230	51230												GST	ea	1	0	0	$25.30	ea	GST		0	1	N
IGLSMED-pbl	Standard igloo med p/blue	B	S	I	13000	41230	51230												GST	ea	1	0	0	$20.79	ea	GST		0	1	N
IGLSMED-ppu	Standard igloo med p/purple	B	S	I	13000	41230	51230												GST	ea	1	0	0	$20.79	ea	GST		0	1	N
K9C20-CB	20cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$5.34	ea	GST		0	1	N
K9C20-CR	20cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$5.34	ea	GST		0	1	N
K9C20-OB	20cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$7.72	ea	GST		0	1	N
K9C20-OV	20cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	20CM	GST	ea	1	0	0	$7.34	ea	GST		0	1	N
K9C25-CB	25cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$6.40	ea	GST		0	1	N
K9C25-CR	25cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$6.40	ea	GST		0	1	N
K9C25-OB	25cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$8.63	ea	GST		0	1	N
K9C25-OV	25cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	25CM	GST	ea	1	0	0	$8.25	ea	GST		0	1	N
K9C30-CB	30cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$9.39	ea	GST		0	1	N
K9C30-CR	30cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$9.39	ea	GST		0	1	N
K9C30-OB	30cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$11.58	ea	GST		0	1	N
K9C30-OV	30cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	30CM	GST	ea	1	0	0	$10.90	ea	GST		0	1	N
K9C35-CB	35cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$12.65	ea	GST		0	1	N
K9C35-CR	35cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$12.65	ea	GST		0	1	N
K9C35-OB	35cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$14.88	ea	GST		0	1	N
K9C35-OV	35cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	35CM	GST	ea	1	0	0	$14.20	ea	GST		0	1	N
K9C40-CB	40cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$13.84	ea	GST		0	1	N
K9C40-CR	40cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$13.84	ea	GST		0	1	N
K9C40-OB	40cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$16.83	ea	GST		0	1	N
K9C40-OV	40cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	40CM	GST	ea	1	0	0	$16.13	ea	GST		0	1	N
K9C45-CB	45cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$14.65	ea	GST		0	1	N
K9C45-CR	45cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$14.65	ea	GST		0	1	N
K9C45-OB	45cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$19.20	ea	GST		0	1	N
K9C45-OV	45cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	45CM	GST	ea	1	0	0	$18.51	ea	GST		0	1	N
K9C50-CB	50cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$17.95	ea	GST		0	1	N
K9C50-CR	50cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$17.95	ea	GST		0	1	N
K9C50-OB	50cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$22.85	ea	GST		0	1	N
K9C50-OV	50cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	50CM	GST	ea	1	0	0	$22.00	ea	GST		0	1	N
K9C55-CB	55cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$21.73	ea	GST		0	1	N
K9C55-CR	55cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$21.73	ea	GST		0	1	N
K9C55-OB	55cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$26.66	ea	GST		0	1	N
K9C55-OV	55cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	55CM	GST	ea	1	0	0	$25.97	ea	GST		0	1	N
K9C60-CB	60cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$24.67	ea	GST		0	1	N
K9C60-CR	60cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$24.67	ea	GST		0	1	N
K9C60-OB	60cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$29.76	ea	GST		0	1	N
K9C60-OV	60cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	60CM	GST	ea	1	0	0	$29.07	ea	GST		0	1	N
K9C65-CB	65cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$27.15	ea	GST		0	1	N
K9C65-CR	65cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$27.15	ea	GST		0	1	N
K9C65-OB	65cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$32.24	ea	GST		0	1	N
K9C65-OV	65cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	65CM	GST	ea	1	0	0	$31.54	ea	GST		0	1	N
K9C70-CB	70cm cloth coat buckle blue	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$29.53	ea	GST		0	1	N
K9C70-CR	70cm cloth coat buckle red	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$29.53	ea	GST		0	1	N
K9C70-OB	70cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$34.82	ea	GST		0	1	N
K9C70-OV	70cm oil cloth coat velcro	B	S	I	13000	41150	51150										HADDON PARK RUGS	70CM	GST	ea	1	0	0	$34.02	ea	GST		0	1	N
K9C75-OB	75cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$36.33	ea	GST		0	1	N
K9C80-OB	80cm oil cloth coat buckle	B	S	I	13000	41150	51150										HADDON PARK RUGS		GST	ea	1	0	0	$41.09	ea	GST		0	1	N
K9CLGE-blu	Polar fleece coat blue large	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$13.50	ea	GST		0	1	N
K9CLGE-pur	Polar fleece coat purple large	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$13.50	ea	GST		0	1	N
K9CMED-blu	Polar fleece coat blue med	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$11.75	ea	GST		0	1	N
K9CMED-pur	Polar fleece coat purple med	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$11.75	ea	GST		0	1	N
K9CSML-blu	Polar fleece coat blue sml	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9CSML-pur	Polar fleece coat purple small	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9CXLG-blu	Polar fleece coat blue xlarge	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$19.70	ea	GST		0	1	N
K9CXLG-pur	Polar fleece coat purple xlg	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$19.70	ea	GST		0	1	N
K9JSML-blu	Blue knitted dog jumper small	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$25.00	ea	GST		0	1	N
K9JSML-pur	Purple knitted dog jumper smal	B	S	I	13000	41150	51150										K-9 HOMES		GST	ea	1	0	0	$25.00	ea	GST		0	1	N
K9S20-blu	20cm skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S20-pur	20cm skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S20-red	20cm skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S25-blu	25cm skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S25-pur	25cm skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S25-red	25cm skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S30-blu	30cm skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S30-pur	30cm skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S30-red	30cm skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.00	ea	GST		0	1	N
K9S35-blu	35cm skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.90	ea	GST		0	1	N
K9S35-pur	35cm skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.90	ea	GST		0	1	N
K9S35-red	35cm skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$9.90	ea	GST		0	1	N
K9S40-blu	40cm skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$10.80	ea	GST		0	1	N
K9S40-pur	40cm skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$10.80	ea	GST		0	1	N
K9S40-red	40cm skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$10.80	ea	GST		0	1	N
K9S45-blu	45cm skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$11.70	ea	GST		0	1	N
K9S45-pur	45cm skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$11.70	ea	GST		0	1	N
K9S45-red	45cm skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$11.70	ea	GST		0	1	N
K9S50-blu	50cm skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$18.90	ea	GST		0	1	N
K9S50-pur	50cm skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$18.90	ea	GST		0	1	N
K9S50-red	50cm skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$18.90	ea	GST		0	1	N
K9SLGE-blu	Large skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$27.90	ea	GST		0	1	N
K9SLGE-pur	Large skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$27.90	ea	GST		0	1	N
K9SLGE-red	Large skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$27.90	ea	GST		0	1	N
K9SMED-blu	Medium skivvy blue	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$22.50	ea	GST		0	1	N
K9SMED-pur	Medium skivvy purple	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$22.50	ea	GST		0	1	N
K9SMED-red	Medium skivvy red	B	S	I	13000	41150	51150										KOZY K9 COATS		GST	ea	1	0	0	$22.50	ea	GST		0	1	N
LC100-blk	Velvet cat collar black	B	S	I	13000	41220	51220										MASTERPET (30005)	GI401BK	GST	ea	1	0	0	$4.80	ea	GST		0	1	N
LC100-blu	Velvet cat collar blue	B	S	I	13000	41220	51220										MASTERPET (30005)	GI401BU	GST	ea	1	0	0	$4.80	ea	GST		0	1	N
LC100-red	Velvet cat collar red	B	S	I	13000	41220	51220										MASTERPET (30005)	GI401RD	GST	ea	1	0	0	$4.80	ea	GST		0	1	N
LC101-blk	Diamante web cat collar black	B	S	I	13000	41220	51220										MASTERPET (30005)	GI403BK	GST	ea	1	0	0	$4.80	ea	GST		0	1	N
LC101-blu	Diamante web cat collar blue	B	S	I	13000	41220	51220										MASTERPET (30005)	GI403BU	GST	ea	1	0	0	$4.80	ea	GST		0	1	N
LC101-red	Diamante web cat collar red	B	S	I	13000	41220	51220										MASTERPET (30005)	GI403RD	GST	ea	1	0	0	$4.80	ea	GST		0	1	N
LC102-blu	Graduate web cat collar blue	B	S	I	13000	41220	51220										MASTERPET (30005)	GI402BU	GST	ea	1	0	0	$3.15	ea	GST		0	1	N
LC102-grn	Graduate web cat collar green	B	S	I	13000	41220	51220										MASTERPET (30005)	GI402GR	GST	ea	1	0	0	$3.15	ea	GST		0	1	N
LC102-gry	Graduate web cat collar grey	B	S	I	13000	41220	51220										MASTERPET (30005)	GI402GY	GST	ea	1	0	0	$3.15	ea	GST		0	1	N
LC102-pur	Graduate web cat collar purple	B	S	I	13000	41220	51220										MASTERPET (30005)	GI402PU	GST	ea	1	0	0	$3.15	ea	GST		0	1	N
LC102-red	Graduate web cat collar red	B	S	I	13000	41220	51220										MASTERPET (30005)	GI402RD	GST	ea	1	0	0	$3.15	ea	GST		0	1	N
LC103-brn	Jungle cat collar brown	B	S	I	13000	41220	51220										MASTERPET (30005)	SC802BR	GST	ea	1	0	0	$4.45	ea	GST		0	1	N
LC103-tan	Jungle cat collar tan	B	S	I	13000	41220	51220										MASTERPET (30005)	SC802TN	GST	ea	1	0	0	$4.45	ea	GST		0	1	N
LC103-wte	Jungle cat collar white	B	S	I	13000	41220	51220										MASTERPET (30005)	SC802WT	GST	ea	1	0	0	$4.45	ea	GST		0	1	N
LC150	15x120cm bowl/bone embr lead	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD	PA0056	GST	ea	1	0	0	$4.32	ea	GST		0	1	N
LC151	20x120cm bowl/bone embr lead	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD	PA0056	GST	ea	1	0	0	$4.32	ea	GST		0	1	N
LC152	25x120cm bowl/bone embr lead	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD	PA0056	GST	ea	1	0	0	$4.32	ea	GST		0	1	N
LC153	15x120cm bowl/bone embr collar	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD	PA0046	GST	ea	1	0	0	$3.94	ea	GST		0	1	N
LC154	20x120cm bowl/bone embr collar	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD	PA0046	GST	ea	1	0	0	$3.94	ea	GST		0	1	N
LC155	25x120cm bowl/bone embr collar	B	S	I	13000	41110	51110										AUSTWIDE WHOLESALERS PTY LTD	PA0046	GST	ea	1	0	0	$3.94	ea	GST		0	1	N
LC502-blk	S rfl clr 10x20-30 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	EA	1	24	6	$3.85	ea	GST		0	1	N
LC502-dkb	S rfl clr 10x20-30 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	EA	1	24	6	$3.85	ea	GST		0	1	N
LC502-pur	S rfl clr 10x20-30 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	EA	1	24	6	$3.85	ea	GST		0	1	N
LC502-red	S rfl clr 10x20-30 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	EA	1	24	6	$3.85	ea	GST		0	1	N
LC504-blk	S rfl clr 20x25-45 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA	0201	GST	ea	1	24	6	$4.62	ea	GST		0	1	N
LC504-dkb	S rfl clr 20x25-45 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$4.62	ea	GST		0	1	N
LC504-pur	S rfl clr 20x25-45 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$4.62	ea	GST		0	1	N
LC504-red	S rfl clr 20x25-45 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$4.62	ea	GST		0	1	N
LC508-blk	S rfl clr 25x50-70 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$6.44	ea	GST		0	1	N
LC508-dkb	S rfl clr 25x50-70 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA	0302	GST	ea	1	0	0	$6.44	ea	GST		0	1	N
LC508-pur	S rfl clr 25x50-70 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$6.44	ea	GST		0	1	N
LC508-red	S rfl clr 25x50-70 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$6.44	ea	GST		0	1	N
LC510-blk	S rfl ld 10x120 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$5.53	ea	GST		0	1	N
LC510-dkb	S rfl ld 10x120 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$5.53	ea	GST		0	1	N
LC510-pur	S rfl ld 10x120 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$5.53	ea	GST		0	1	N
LC510-red	S rfl ld 10x120 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$5.53	ea	GST		0	1	N
LC512-blk	S rfl ld 20x120 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA	0220	GST	ea	1	24	6	$7.56	ea	GST		0	1	N
LC512-dkb	S rfl ld 20x120 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$7.56	ea	GST		0	1	N
LC512-pur	S rfl ld 20x120 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$7.56	ea	GST		0	1	N
LC512-red	S rfl ld 20x120 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$7.56	ea	GST		0	1	N
LC514-blk	S rfl ld 25x120 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$7.56	ea	GST		0	1	N
LC514-dkb	S rfl ld 25x120 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA	0320	GST	ea	1	24	6	$7.56	ea	GST		0	1	N
LC514-pur	S rfl ld 25x120 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$7.56	ea	GST		0	1	N
LC514-red	S rfl ld 25x120 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	6	$7.56	ea	GST		0	1	N
LC532	Car harness small	B	S	I	13000	41110	51110										MAYVIC VICTORIA		GST	ea	1	24	6	$6.21	ea	GST		0	1	N
LC534	Car harness medium	B	S	I	13000	41110	51110										MAYVIC VICTORIA		GST	ea	1	24	6	$7.11	ea	GST		0	1	N
LC536	Car harness large	B	S	I	13000	41110	51110										MAYVIC VICTORIA		GST	ea	1	24	6	$8.67	ea	GST		0	1	N
LC538	Car harness extra large	B	S	I	13000	41110	51110										MAYVIC VICTORIA		GST	ea	1	24	6	$9.90	ea	GST		0	1	N
LC540-blk	Plain lth clr 12x35 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8002	GST	ea	1	0	0	$2.20	ea	GST		0	1	N
LC540-red	Plain lth clr 12x35 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$2.20	ea	GST		0	1	N
LC540-tan	Plain lth clr 12x35 tan	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$2.20	ea	GST		0	1	N
LC542-blk	Plain lth clr 18x45 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA	1.65	GST	ea	1	0	0	$3.20	ea	GST		0	1	N
LC542-red	Plain lth clr 18x45 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$3.20	ea	GST		0	1	N
LC542-tan	Plain lth clr 18x45 tan	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$3.20	ea	GST		0	1	N
LC544-blk	Plain lth clr 25x55 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8006	GST	ea	1	0	0	$4.40	ea	GST		0	1	N
LC544-red	Plain lth clr 25x55 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$4.40	ea	GST		0	1	N
LC544-tan	Plain lth clr 25x55 tan	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$4.40	ea	GST		0	1	N
LC546-blk	Plain lth clr 30x65 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8008	GST	ea	1	0	0	$6.80	ea	GST		0	1	N
LC546-red	Plain lth clr 30x65 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$6.80	ea	GST		0	1	N
LC546-tan	Plain lth clr 30x65 tan	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$6.80	ea	GST		0	1	N
LC620-blk	Suede puppy clr 10x30 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA	2403	GST	ea	1	24	12	$2.10	ea	GST		0	1	N
LC620-blu	Suede puppy clr 10x30 blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$2.10	ea	GST		0	1	N
LC620-pur	Suede puppy clr 10x30 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$2.10	ea	GST		0	1	N
LC620-red	Suede puppy clr 10x30 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$2.10	ea	GST		0	1	N
LC621	Metallic cat collar	B	S	I	13000	41220	51220										PROPET AUSTRALIA	2409M	GST	ea	1	0	0	$1.96	ea	GST		0	1	N
LC624-blk	Suede puppy ld 10x105cm black	B	S	I	13000	41110	51110										PROPET AUSTRALIA	2405	GST	ea	1	0	0	$2.30	ea	GST		0	1	N
LC624-blu	Suede puppy ld 10x105cm blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$2.30	ea	GST		0	1	N
LC624-pur	Suede puppy ld 10x105cm purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$2.30	ea	GST		0	1	N
LC624-red	Suede puppy ld 10x105cm red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$2.30	ea	GST		0	1	N
LC627-blk	Patent puppy collar black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$2.24	ea	GST		0	1	N
LC627-red	Patent puppy collar red	B	S	I	13000	41110	51110										PROPET AUSTRALIA	8717	GST	ea	1	0	0	$2.24	ea	GST		0	1	N
LC630-blk	WB col adj 20x25-45 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.49	ea	GST		0	1	N
LC630-dkb	WB col adj 20x25-45 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.49	ea	GST		0	1	N
LC630-ltb	WB col adj 20x25-45 light blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.49	ea	GST		0	1	N
LC630-pur	WB col adj 20x25-45 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.49	ea	GST		0	1	N
LC630-red	WB col adj 20x25-45 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.49	ea	GST		0	1	N
LC632-blk	WB col adj 25x50-70 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.86	ea	GST		0	1	N
LC632-dkb	WB col adj 25x50-70 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.86	ea	GST		0	1	N
LC632-ltb	WB col adj 25x50-70 light blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.86	ea	GST		0	1	N
LC632-pur	WB col adj 25x50-70 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.86	ea	GST		0	1	N
LC632-red	WB col adj 25x50-70 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	24	12	$4.86	ea	GST		0	1	N
LC634-blk	WB col adj 10x20-30 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$3.18	ea	GST		0	1	N
LC634-dkb	WB col adj 10x20-30 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$3.18	ea	GST		0	1	N
LC634-ltb	WB col adj 10x20-30 light blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$3.18	ea	GST		0	1	N
LC634-pur	WB col adj 10x20-30 purple	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$3.18	ea	GST		0	1	N
LC634-red	WB col adj 10x20-30 red	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$3.18	ea	GST		0	1	N
LC636-blk	WB col adj 15x25-45 black	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$4.21	ea	GST		0	1	N
LC636-dkb	WB col adj 15x25-45 dark blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$4.21	ea	GST		0	1	N
LC636-ltb	WB col adj 15x25-45 light blue	B	S	I	13000	41110	51110										PROPET AUSTRALIA		GST	ea	1	0	0	$4.21	ea	GST		0	1	N
